torque1,torque2,v1,v2,pos1,pos2,quat_x,quat_y,quat_z,quat_w,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z,pos_x,pos_y,euler_x,euler_y,euler_z
-2.3741707801818848,0.7440875172615051,0.07212670147418976,-0.0008136583492159843,0.0011209765216335654,-0.0029779374599456787,-0.0034837909042835236,-0.038352202624082565,0.0004018604231532663,0.9992580413818359,-0.014512517489492893,-0.0008545026066713035,-0.007764619775116444,0.0022884614299982786,-0.10779961198568344,-0.001227429835125804,-0.030269436538219452,0.002805971773341298,-0.007013926882544153,-0.07671994680945948,0.0010735047715627584
32.47556686401367,600.0,0.22920028865337372,3.586063861846924,0.004907052963972092,0.051319196820259094,0.003814809722825885,-0.04010382294654846,0.0023294950369745493,0.9991854429244995,-0.02137656696140766,0.24519158899784088,-0.022696100175380707,0.9618667960166931,-0.1971004456281662,0.2185669243335724,-0.030645571649074554,0.006842517293989658,0.007460639838029335,-0.08024619360465368,0.004363273633855531
26.977989196777344,-295.8797302246094,0.2076282948255539,0.8949590921401978,0.008747577667236328,0.07405883818864822,0.0023566465824842453,-0.04244115948677063,0.003527439199388027,0.9990899562835693,-0.01715136505663395,0.037269167602062225,-0.017784660682082176,-0.10650323331356049,-0.25075268745422363,0.0951942577958107,-0.030975647270679474,0.00805363617837429,0.004425550121130261,-0.0849237412341628,0.00687324469051743
27.733009338378906,-111.03237915039062,0.2767201066017151,0.4969824254512787,0.013946386985480785,0.08602959662675858,0.001858300413005054,-0.045468952506780624,0.004007524810731411,0.9989559650421143,-0.018234826624393463,0.010305349715054035,-0.02439163066446781,-0.029661012813448906,-0.3205195367336273,0.03542666509747505,-0.03132351487874985,0.008478567935526371,0.003362197582637344,-0.09098333496520339,0.0078703256001981
25.314796447753906,-48.76755142211914,0.33627423644065857,0.2801401615142822,0.020380495116114616,0.09273257106542587,0.0019687470048666,-0.04912104085087776,0.0040723662823438644,0.9987824559211731,-0.018550435081124306,-0.009075234644114971,-0.029332460835576057,0.02317991852760315,-0.3806118965148926,-0.003193165874108672,-0.031676873564720154,0.00840483233332634,0.003549766126074405,-0.09829674712560266,0.007980010007605865
23.23040008544922,-18.458576202392578,0.3871845304965973,0.1523764431476593,0.027875233441591263,0.09642582386732101,0.002541588619351387,-0.053292084485292435,0.0038535408675670624,0.9985682964324951,-0.017976872622966766,-0.024744337424635887,-0.03321811556816101,0.06498577445745468,-0.4300205707550049,-0.030817052349448204,-0.032019421458244324,0.007949961349368095,0.004691849716399308,-0.10665324071081517,0.007467655114315571
21.44854164123535,-1.0974674224853516,0.4295552372932434,0.0767645388841629,0.03626329451799393,0.09834185987710953,0.0034955968149006367,-0.057873163372278214,0.003430522046983242,0.9983118772506714,-0.016400311142206192,-0.03813762962818146,-0.03620859608054161,0.10009178519248962,-0.4685102701187134,-0.051250047981739044,-0.032333165407180786,0.007180691696703434,0.006626777775985841,-0.11583378725208249,0.006488385413244492
19.965566635131836,9.223289489746094,0.46372365951538086,0.03335901349782944,0.04537634924054146,0.09922589361667633,0.004775987472385168,-0.06275419890880585,0.0028588164132088423,0.998013436794281,-0.013735197484493256,-0.04998471587896347,-0.03837575018405914,0.13057738542556763,-0.49619534611701965,-0.0665498599410057,-0.03259747475385666,0.006141068413853645,0.009247187735386148,-0.1256164886724085,0.005147429516072095
18.769672393798828,15.278804779052734,0.4901852607727051,0.010310132056474686,0.0550575815141201,0.09954541176557541,0.006343782879412174,-0.06783067435026169,0.002179038245230913,0.9976741671562195,-0.009924416430294514,-0.060680996626615524,-0.039788875728845596,0.15769211947917938,-0.513381838798523,-0.07805465161800385,-0.03279147297143936,0.004862909205257893,0.012477630501703432,-0.1357904284776874,0.003519742821024841
17.843515396118164,18.64217758178711,0.5093975067138672,0.00020453784964047372,0.0651603639125824,0.09959698468446732,0.008168804459273815,-0.07300042361021042,0.0014220121083781123,0.9972974061965942,-0.004933943040668964,-0.0704524964094162,-0.04052824154496193,0.1821615993976593,-0.5204938054084778,-0.0867065042257309,-0.032892659306526184,0.0033708580303937197,0.01625989351022709,-0.146149234882629,0.0016613983149417254
