x,y,yaw
0.000000000,0.000000000,-0.000000000
0.050000000,0.000000000,-0.000000000
0.100000000,0.000000000,-0.000000000
0.150000000,0.000000000,-0.000000000
0.200000000,0.000000000,-0.000000000
0.250000000,0.000000000,-0.000000000
0.300000000,0.000000000,-0.000000000
0.350000000,0.000000000,-0.000000000
0.400000000,0.000000000,-0.000000000
0.450000000,0.000000000,-0.000000000
0.500000000,0.000000000,-0.000000000
0.550000000,0.000000000,-0.000000000
0.600000000,0.000000000,0.000000000
0.650000000,0.000000000,0.000000000
0.700000000,0.000000000,0.000000000
0.750000000,0.000000000,0.000000000
0.800000000,-0.000000000,0.000000000
0.850000000,-0.000000000,0.000000000
0.900000000,-0.000000000,0.000000000
0.950000000,-0.000000000,0.000000000
1.000000000,-0.000000000,0.000000000
1.050000000,-0.000000000,0.000000000
1.100000000,-0.000000000,0.000000000
1.150000000,-0.000000000,0.000000000
1.200000000,-0.000000000,0.000000001
1.250000000,0.000000000,0.000000001
1.300000000,0.000000000,0.000000001
1.350000000,0.000000000,0.000000001
1.400000000,0.000000000,0.000000001
1.450000000,0.000000000,0.000000001
1.500000000,0.000000000,0.000000001
1.550000000,0.000000000,-0.000028583
1.600000000,0.000000000,-0.000128268
1.650000000,0.000000000,-0.000253929
1.700000000,0.000000000,-0.000347218
1.750000000,0.000000001,-0.000409566
1.800000000,0.000000001,-0.000442403
1.850000000,0.000000001,-0.000447160
1.900000000,0.000000001,-0.000429587
1.950000000,0.000000001,-0.000405606
2.000000000,0.000000001,-0.000368074
2.050000000,0.000000001,-0.000299859
2.100000000,0.000000001,-0.000202758
2.150000000,0.000000001,-0.000078566
2.200000000,0.000000001,0.000070922
2.250000000,0.000000001,0.000243909
2.300000000,0.000000001,0.000402992
2.350000000,0.000000001,0.000424321
2.400000000,0.000000001,0.000377337
2.450000000,0.000000001,0.000416393
2.500000000,0.000000001,0.000536634
2.550000000,0.000000001,0.000733202
2.600000000,0.000000001,0.001001244
2.650000000,0.000000001,0.001335903
2.700000000,0.000000001,0.001689260
2.750000000,0.000000001,0.002062175
2.799999710,0.000103523,0.002502612
2.849998926,0.000383541,0.003009323
2.899998142,0.000663559,0.003576591
2.949997358,0.000943577,0.004198696
2.999996574,0.001223595,0.004869919
3.049995790,0.001503613,0.004593663
3.099995005,0.001783631,0.003547812
3.149994123,0.002079291,0.002930613
3.199992887,0.002430839,0.002756478
3.249991651,0.002782386,0.003000693
3.299990415,0.003133933,0.003638606
3.349989179,0.003485480,0.004570256
3.399987943,0.003837028,0.004638094
3.449986707,0.004188575,0.004158559
3.499985471,0.004540122,0.004493665
3.549982556,0.005020632,0.005595849
3.599973519,0.005971219,0.007417937
3.649964482,0.006921805,0.009913063
3.699955445,0.007872391,0.013034577
3.749946408,0.008822978,0.016432244
3.799937371,0.009773564,0.019886502
3.849928334,0.010724151,0.023768880
3.899919297,0.011674737,0.028315304
3.949907031,0.012781283,0.033469642
3.999894491,0.013901034,0.039210790
4.049881951,0.015020786,0.045548993
4.099869411,0.016140538,0.052403569
4.149856871,0.017260290,0.059536084
4.199844331,0.018380042,0.066929225
4.249831791,0.019499794,0.074691385
4.299605510,0.024207266,0.082764012
4.349372336,0.029030444,0.091093550
4.399139162,0.033853621,0.099640782
4.448905987,0.038676799,0.108345715
4.498672813,0.043499977,0.116891395
4.548439639,0.048323155,0.125152881
4.598167624,0.053419164,0.133389030
4.647303229,0.062676178,0.141678593
4.696438834,0.071933191,0.149956220
4.745574439,0.081190205,0.158199918
4.794710044,0.090447218,0.166510255
4.843845650,0.099704232,0.174694868
4.892981255,0.108961245,0.182079048
4.942116860,0.118218259,0.188858776
4.991023003,0.128572210,0.195586694
5.039749204,0.139786368,0.202190076
5.088475405,0.151000525,0.208596360
5.137201606,0.162214682,0.214784961
5.185927807,0.173428840,0.220697738
5.234654008,0.184642997,0.226403254
5.283380210,0.195857155,0.231817021
5.332099931,0.207098800,0.236642093
5.380705043,0.218826677,0.240774524
5.429310155,0.230554555,0.244146524
5.477915267,0.242282432,0.247885459
5.526520379,0.254010310,0.252189754
5.575125490,0.265738187,0.255987620
5.623730602,0.277466064,0.259125798
5.672335714,0.289193942,0.261637764
5.720722376,0.301777768,0.263574050
5.769003154,0.314776478,0.264974730
5.817283932,0.327775187,0.267217663
5.865564711,0.340773897,0.270447166
5.913845489,0.353772607,0.273481405
5.962126267,0.366771317,0.275822352
6.010407045,0.379770027,0.277490372
6.058562472,0.393195016,0.279032372
6.106194393,0.408400284,0.280472016
6.153826313,0.423605551,0.282148371
6.201458234,0.438810818,0.284391428
6.249090154,0.454016085,0.286915711
6.296722075,0.469221352,0.289505982
6.344353995,0.484426619,0.292194657
6.391985916,0.499631887,0.294868620
6.439813610,0.514207226,0.297410286
6.487673301,0.528679612,0.299802274
6.535532992,0.543151998,0.302188274
6.583392684,0.557624384,0.304566109
6.631252375,0.572096770,0.306773924
6.679112066,0.586569157,0.309002358
6.726971757,0.601041543,0.311237933
6.774774070,0.615700314,0.313184345
6.822486887,0.630649799,0.314751927
6.870199704,0.645599284,0.316220028
6.917912521,0.660548770,0.317771490
6.965625337,0.675498255,0.319175969
7.013338154,0.690447740,0.320295271
7.061050971,0.705397225,0.321067493
7.108763788,0.720346710,0.321500475
7.155938783,0.736905796,0.321643185
7.203054675,0.753641767,0.321632388
7.250170567,0.770377738,0.322111569
7.297286459,0.787113710,0.323067525
7.344402351,0.803849681,0.323986219
7.391518243,0.820585652,0.324673108
7.438634135,0.837321623,0.325161848
7.485817175,0.853865692,0.325684672
7.533088715,0.870156839,0.326243777
7.580360256,0.886447987,0.326610225
7.627631796,0.902739134,0.326698997
7.674903336,0.919030281,0.326676229
7.722174876,0.935321429,0.326502004
7.769446416,0.951612576,0.326165269
7.816717957,0.967903724,0.325732424
7.864235806,0.983456605,0.325210557
7.911819499,0.998812128,0.324654817
7.959403193,1.014167651,0.324170017
8.006986887,1.029523174,0.323712252
8.054570581,1.044878697,0.323140364
8.102154274,1.060234220,0.322406655
8.149737968,1.075589743,0.321572707
8.197313055,1.090971744,0.320689688
8.244831002,1.106529532,0.319747440
8.292348948,1.122087320,0.319310588
8.339866895,1.137645108,0.319542668
8.387384841,1.153202895,0.319986603
8.434902788,1.168760683,0.320611628
8.482420734,1.184318471,0.321411529
8.529938681,1.199876259,0.322359887
8.577234785,1.216095462,0.323456583
8.624523591,1.232336422,0.324632641
8.671812397,1.248577383,0.325783941
8.719101203,1.264818344,0.327016002
8.766390009,1.281059305,0.328548610
8.813678816,1.297300266,0.330261615
8.860967622,1.313541226,0.331956663
8.908185070,1.329988143,0.333635488
8.955385152,1.346485180,0.335299821
9.002585234,1.362982218,0.336687831
9.049785316,1.379479255,0.337676288
9.096985398,1.395976293,0.338464905
9.144185480,1.412473330,0.339112536
9.191385563,1.428970367,0.339616098
9.238526645,1.445634289,0.339972228
9.285607366,1.462468946,0.340177560
9.332688088,1.479303603,0.340538397
9.379768809,1.496138260,0.341223545
9.426849530,1.512972917,0.341833764
9.473930252,1.529807575,0.342112255
9.521010973,1.546642232,0.342065513
9.568092724,1.563474003,0.341700018
9.615200570,1.580232608,0.341022233
9.662308416,1.596991212,0.339952775
9.709416262,1.613749817,0.338689338
9.756524108,1.630508422,0.337409116
9.803631954,1.647267027,0.336006332
9.850739800,1.664025631,0.334482032
9.897928248,1.680551519,0.332843601
9.945310031,1.696519193,0.331136848
9.992691814,1.712486868,0.330136910
10.040073597,1.728454542,0.329709971
10.087455380,1.744422216,0.328958741
10.134837164,1.760389890,0.327850069
10.182218947,1.776357564,0.326393126
10.229596275,1.792338452,0.324611702
10.276973340,1.808320121,0.322687619
10.324350404,1.824301790,0.320719255
10.371727469,1.840283459,0.318575780
10.419104534,1.856265127,0.316225176
10.466481599,1.872246796,0.313659938
10.514188684,1.887191750,0.310860577
10.562086004,1.901539110,0.307857598
10.609983324,1.915886470,0.304632837
10.657880644,1.930233830,0.301206341
10.705777964,1.944581190,0.297671006
10.753675284,1.958928550,0.294055462
10.801572604,1.973275910,0.290384833
