success,reason,path_type,curvature,path_length_m,abs_cross_track_m,endpoint_distance_m,terminal_speed_mps,termination_step
1,success,straight,0.0,3.049999952316284,0.0024501581210643053,0.1999371498823166,0.09846080094575882,580
1,success,left_arc,0.25,3.1500000953674316,0.062115173786878586,0.17461039125919342,0.09883717447519302,617
1,success,s_curve,0.5,3.950000047683716,0.1538519561290741,0.19905568659305573,0.0721018835902214,620
1,success,straight,0.0,3.200000047683716,0.00560588575899601,0.17462101578712463,0.09429468214511871,621
1,success,straight,0.0,3.299999952316284,0.01378011703491211,0.19250953197479248,0.09462789446115494,623
1,success,straight,0.0,3.25,0.01894507184624672,0.17542274296283722,0.09329714626073837,628
1,success,right_arc,-0.25,3.1500000953674316,0.035987116396427155,0.14714260399341583,0.09843012690544128,629
1,success,s_curve,0.5,4.400000095367432,0.16182544827461243,0.19911493360996246,0.07140346616506577,652
1,success,straight,0.0,3.4000000953674316,0.032063160091638565,0.17677369713783264,0.07416130602359772,653
1,success,right_arc,-0.25,3.450000047683716,0.060709383338689804,0.16521073877811432,0.09483496099710464,653
1,success,s_curve,0.5,5.650000095367432,0.18819878995418549,0.19986742734909058,0.05638400465250015,658
1,success,straight,0.0,3.450000047683716,0.03979712724685669,0.17137369513511658,0.09894410520792007,664
1,success,straight,0.0,3.549999952316284,0.05956587195396423,0.1888899803161621,0.0959729254245758,671
1,success,straight,0.0,3.549999952316284,0.08615105599164963,0.18603624403476715,0.09836159646511078,684
1,success,right_arc,-0.3333333432674408,3.1500000953674316,0.1544743776321411,0.16155588626861572,0.09553740918636322,688
1,success,s_curve,-0.25,3.450000047683716,0.1544722318649292,0.19909025728702545,0.05946455895900726,703
1,success,straight,0.0,3.75,0.04119708016514778,0.1784689724445343,0.09862720221281052,709
1,success,left_arc,0.4000000059604645,3.049999952316284,0.14612329006195068,0.19956301152706146,0.037866491824388504,713
1,success,s_curve,-0.5,4.700000286102295,0.16340488195419312,0.19946865737438202,0.06164013594388962,713
1,success,s_curve,-0.5,3.950000047683716,0.18728399276733398,0.19940690696239471,0.04154381901025772,714
1,success,left_arc,0.20000000298023224,3.6500000953674316,0.08998534083366394,0.1980765461921692,0.04641425237059593,714
1,success,left_arc,0.25,3.700000047683716,0.011756127700209618,0.1638607382774353,0.09864772111177444,722
1,success,left_arc,0.3333333432674408,3.5,0.08326591551303864,0.16651403903961182,0.09908830374479294,723
1,success,left_arc,0.20000000298023224,3.700000047683716,0.10371275246143341,0.19907726347446442,0.09629026800394058,730
1,success,right_arc,-0.25,4.050000190734863,0.018744435161352158,0.17427584528923035,0.08846345543861389,740
1,success,s_curve,0.25,3.1500000953674316,0.18924519419670105,0.19990529119968414,0.02835477888584137,741
1,success,straight,0.0,3.950000047683716,0.021630408242344856,0.17506080865859985,0.08123137801885605,743
1,success,s_curve,0.5,4.75,0.17166279256343842,0.19972342252731323,0.05161690339446068,747
1,success,s_curve,-0.3333333432674408,3.700000047683716,0.08170732110738754,0.19241613149642944,0.058005474507808685,750
1,success,right_arc,-0.3333333432674408,4.0,0.05286683887243271,0.181281179189682,0.09397167712450027,752
1,success,s_curve,-0.5,4.450000286102295,0.1922469139099121,0.19989340007305145,0.015250998549163342,754
1,success,right_arc,-0.25,3.75,0.14264442026615143,0.1994568258523941,0.04843686521053314,755
1,success,left_arc,0.3333333432674408,3.6000001430511475,0.12199900299310684,0.19976994395256042,0.07724525034427643,758
1,success,right_arc,-0.20000000298023224,4.25,0.06056986749172211,0.19907519221305847,0.08865214884281158,773
1,success,left_arc,0.3333333432674408,4.25,0.1162986010313034,0.19911792874336243,0.09524104744195938,774
1,success,s_curve,0.20000000298023224,3.799999952316284,0.11739341914653778,0.18267887830734253,0.09952949732542038,777
1,success,left_arc,0.25,3.6000001430511475,0.15674997866153717,0.1989276260137558,0.08478149771690369,778
1,success,right_arc,-0.25,4.150000095367432,0.06413675099611282,0.18381385505199432,0.07666821032762527,778
1,success,straight,0.0,4.150000095367432,0.050142597407102585,0.18199698626995087,0.07794973999261856,779
1,success,straight,0.0,4.150000095367432,0.0465376079082489,0.17960534989833832,0.07727401703596115,779
1,success,left_arc,0.20000000298023224,4.25,0.10318648815155029,0.19936440885066986,0.07530044764280319,790
1,success,s_curve,0.5,7.349999904632568,0.18255938589572906,0.19921283423900604,0.06620275974273682,792
1,success,s_curve,0.20000000298023224,3.950000047683716,0.04808121547102928,0.16383124887943268,0.09746924787759781,797
1,success,s_curve,0.4000000059604645,5.150000095367432,0.08207967877388,0.19898241758346558,0.09347812831401825,800
1,success,straight,0.0,4.25,0.10694438219070435,0.19921113550662994,0.07137899100780487,800
