success,reason,path_type,path_length_m,abs_cross_track_m,endpoint_distance_m,terminal_speed_mps,termination_step
0,deviation,right_arc,4.349999904632568,1.5034233331680298,1.6994140148162842,0.4370954632759094,640
0,deviation,right_arc,5.099999904632568,1.5020971298217773,1.6938992738723755,0.44069623947143555,640
0,deviation,right_arc,4.450000286102295,1.5008624792099,1.7441000938415527,0.4427239000797272,642
0,deviation,right_arc,5.200000286102295,1.505141019821167,1.6890147924423218,0.4232267439365387,653
0,deviation,right_arc,5.400000095367432,1.5002137422561646,1.7335612773895264,0.4403025209903717,656
0,deviation,right_arc,5.599999904632568,1.5064613819122314,1.8312581777572632,0.4410577714443207,660
0,deviation,right_arc,3.799999952316284,1.506150245666504,1.5725535154342651,0.3670368790626526,661
0,deviation,right_arc,4.849999904632568,1.5006470680236816,1.772102952003479,0.39608481526374817,663
0,deviation,right_arc,3.950000047683716,1.5041546821594238,1.6034983396530151,0.36441925168037415,663
0,deviation,right_arc,5.650000095367432,1.5044941902160645,1.9201606512069702,0.4120560586452484,675
0,deviation,right_arc,5.0,1.5070507526397705,1.737569808959961,0.39166882634162903,677
0,deviation,right_arc,5.75,1.505707025527954,1.9233081340789795,0.420796275138855,683
0,deviation,right_arc,5.75,1.5050276517868042,1.9321513175964355,0.38771772384643555,690
0,deviation,right_arc,4.5,1.5060902833938599,1.6504384279251099,0.3512882888317108,691
0,deviation,right_arc,5.300000190734863,1.500292181968689,1.7593326568603516,0.42261722683906555,699
0,deviation,right_arc,3.799999952316284,1.5020207166671753,1.573620319366455,0.23675815761089325,710
0,deviation,right_arc,5.050000190734863,1.5016283988952637,1.696535348892212,0.31578269600868225,712
0,deviation,right_arc,3.450000047683716,1.5026018619537354,1.5262659788131714,0.28157079219818115,713
0,deviation,right_arc,4.75,1.5047721862792969,1.5816452503204346,0.27826860547065735,729
0,deviation,right_arc,6.0,1.5008944272994995,1.8865479230880737,0.4167529046535492,729
0,deviation,right_arc,3.200000047683716,1.5016268491744995,1.5237990617752075,0.15777742862701416,738
0,deviation,right_arc,3.1500000953674316,1.5023083686828613,1.5103528499603271,0.2646084427833557,743
0,deviation,right_arc,3.049999952316284,1.505821704864502,1.5212986469268799,0.9330263733863831,751
0,deviation,right_arc,3.299999952316284,1.50076162815094,1.5059736967086792,0.21622510254383087,751
0,deviation,right_arc,5.5,1.5003535747528076,1.6080827713012695,0.31153205037117004,768
0,deviation,right_arc,4.700000286102295,1.5022311210632324,1.5390212535858154,0.22187064588069916,768
0,deviation,right_arc,5.450000286102295,1.5021411180496216,1.6029877662658691,0.2813202440738678,774
0,deviation,right_arc,3.049999952316284,1.5083329677581787,1.5161741971969604,0.9163672924041748,810
0,deviation,right_arc,4.200000286102295,1.50313401222229,1.5798838138580322,0.8334817886352539,830
1,success,right_arc,4.349999904632568,0.19576457142829895,0.19631542265415192,0.09857777506113052,844
0,deviation,right_arc,5.650000095367432,1.5027985572814941,1.5099060535430908,0.23996210098266602,847
0,deviation,right_arc,3.0,1.506702184677124,1.5245743989944458,0.8869222402572632,867
0,deviation,right_arc,3.8500001430511475,1.5011334419250488,1.513257384300232,0.15495382249355316,875
0,deviation,right_arc,3.799999952316284,1.512892484664917,1.5738781690597534,0.8817073106765747,878
1,success,right_arc,4.450000286102295,0.13679249584674835,0.19984552264213562,0.03216461092233658,883
0,deviation,right_arc,5.25,1.5027096271514893,1.504533052444458,0.8613914847373962,908
0,deviation,right_arc,3.950000047683716,1.5132431983947754,1.5648176670074463,0.8579022288322449,911
0,deviation,right_arc,3.950000047683716,1.5065504312515259,1.63848078250885,0.9176211953163147,920
0,deviation,right_arc,3.4000000953674316,1.5020447969436646,1.5597686767578125,0.1774371862411499,921
0,deviation,right_arc,4.900000095367432,1.501218318939209,1.5012238025665283,0.1330500692129135,921
0,deviation,right_arc,3.450000047683716,1.5031046867370605,1.595641016960144,0.18346165120601654,921
0,deviation,right_arc,3.0,1.502149224281311,1.502948522567749,0.2054729163646698,930
0,deviation,right_arc,3.549999952316284,1.5025602579116821,1.6074943542480469,0.20389319956302643,932
0,deviation,right_arc,3.5,1.5028656721115112,1.5708986520767212,0.18441510200500488,935
1,success,right_arc,4.599999904632568,0.17690494656562805,0.19939860701560974,0.06061024218797684,936
0,deviation,right_arc,5.800000190734863,1.5028640031814575,1.5044251680374146,0.9462634921073914,938
0,deviation,right_arc,3.700000047683716,1.5045740604400635,1.531575083732605,0.9132241606712341,944
0,deviation,right_arc,3.700000047683716,1.504556655883789,1.5810798406600952,0.8948318958282471,947
0,deviation,right_arc,3.4000000953674316,1.5020153522491455,1.5231623649597168,0.1551717221736908,947
0,deviation,right_arc,6.0,1.5110703706741333,1.5150760412216187,0.9233261942863464,952
0,deviation,right_arc,3.3500001430511475,1.501165747642517,1.5993611812591553,0.19488953053951263,957
0,deviation,right_arc,5.849999904632568,1.5035933256149292,1.503739833831787,0.9389914274215698,966
0,deviation,right_arc,3.700000047683716,1.5048397779464722,1.5052160024642944,0.9201101064682007,967
0,deviation,right_arc,5.150000095367432,1.511465072631836,1.5604724884033203,0.8760420680046082,974
0,deviation,right_arc,3.549999952316284,1.5015525817871094,1.509759783744812,0.18651972711086273,975
0,deviation,right_arc,4.900000095367432,1.5023610591888428,1.5024123191833496,0.1619953066110611,977
0,deviation,right_arc,3.75,1.502809762954712,1.527976632118225,0.23304130136966705,978
0,deviation,right_arc,5.599999904632568,1.5088697671890259,1.5330564975738525,0.9060708284378052,983
0,deviation,right_arc,3.75,1.5004457235336304,1.544729232788086,0.21384869515895844,984
0,deviation,right_arc,5.950000286102295,1.5017014741897583,1.5017337799072266,0.15614180266857147,985
0,deviation,right_arc,3.6500000953674316,1.5051554441452026,1.5178602933883667,0.8839789032936096,987
0,deviation,right_arc,3.8500001430511475,1.5015544891357422,1.538835048675537,0.2336963266134262,988
0,deviation,right_arc,3.6500000953674316,1.5077427625656128,1.556390643119812,0.9456064701080322,998
0,deviation,right_arc,3.1500000953674316,1.5023630857467651,1.5037258863449097,0.21933960914611816,998
1,success,right_arc,4.700000286102295,0.19775760173797607,0.19991950690746307,0.04319170489907265,998
0,deviation,right_arc,3.950000047683716,1.5011075735092163,1.606605052947998,0.17543578147888184,1000
0,deviation,right_arc,3.1500000953674316,1.5023550987243652,1.5036174058914185,0.20628952980041504,1000
0,deviation,right_arc,3.6000001430511475,1.50895357131958,1.553335428237915,0.940437376499176,1001
0,deviation,right_arc,3.4000000953674316,1.5003291368484497,1.5044506788253784,0.17961308360099792,1010
0,deviation,right_arc,3.1000001430511475,1.500908374786377,1.501711368560791,0.21065856516361237,1011
0,deviation,right_arc,5.849999904632568,1.5023144483566284,1.5024915933609009,0.14677967131137848,1018
0,deviation,right_arc,5.200000286102295,1.5121476650238037,1.5594515800476074,0.8953425884246826,1020
0,deviation,right_arc,3.6000001430511475,1.5000152587890625,1.5860955715179443,0.18690167367458344,1023
0,deviation,right_arc,3.200000047683716,1.5007424354553223,1.5238854885101318,0.22631633281707764,1023
0,deviation,right_arc,5.950000286102295,1.5026905536651611,1.507228136062622,0.20230509340763092,1028
0,deviation,right_arc,4.0,1.5017098188400269,1.5448143482208252,0.20762091875076294,1040
0,deviation,right_arc,3.799999952316284,1.501492977142334,1.525644302368164,0.22454887628555298,1057
0,deviation,right_arc,4.050000190734863,1.5016400814056396,1.507523536682129,0.24120007455348969,1060
0,deviation,right_arc,3.950000047683716,1.5007703304290771,1.5012648105621338,0.24719561636447906,1073
0,deviation,right_arc,3.950000047683716,1.5008344650268555,1.5015016794204712,0.2232712358236313,1081
0,deviation,right_arc,4.0,1.5008492469787598,1.5022306442260742,0.23197731375694275,1109
0,deviation,right_arc,3.950000047683716,1.5004444122314453,1.9423041343688965,0.19202779233455658,1110
1,success,right_arc,4.599999904632568,0.1347540318965912,0.1997557431459427,0.02798370271921158,1110
0,deviation,right_arc,5.150000095367432,1.5014431476593018,1.5016543865203857,0.2609022855758667,1191
1,success,right_arc,4.400000095367432,0.1831134855747223,0.1999737024307251,0.010145755484700203,1310
0,deviation,right_arc,5.099999904632568,1.5051692724227905,1.7010680437088013,0.44468972086906433,1352
1,success,right_arc,4.800000190734863,0.1727195680141449,0.1999659538269043,0.00928926095366478,1405
0,deviation,right_arc,3.299999952316284,1.5002641677856445,1.5018993616104126,0.2041325569152832,1407
0,deviation,right_arc,4.800000190734863,1.5008609294891357,1.694632887840271,0.3156042695045471,1438
0,deviation,right_arc,5.800000190734863,1.502784252166748,1.9329407215118408,0.4176989197731018,1457
0,deviation,right_arc,5.550000190734863,1.5028033256530762,1.8463884592056274,0.40455397963523865,1472
0,deviation,right_arc,3.6500000953674316,1.5044896602630615,1.5857312679290771,0.31381258368492126,1476
1,success,right_arc,4.25,0.14919787645339966,0.199464350938797,0.08048514276742935,1478
0,deviation,right_arc,3.299999952316284,1.5033186674118042,1.505814552307129,0.2485150545835495,1505
0,deviation,right_arc,3.8500001430511475,1.513458013534546,1.5568989515304565,0.875522792339325,1522
0,deviation,right_arc,5.050000190734863,1.5012239217758179,1.72182035446167,0.4306960105895996,1527
0,deviation,right_arc,3.9000000953674316,1.503482460975647,1.5058038234710693,0.8910351395606995,1535
0,deviation,right_arc,4.200000286102295,1.5061314105987549,1.6670888662338257,0.43216535449028015,1548
0,deviation,right_arc,4.550000190734863,1.5005422830581665,1.5150630474090576,0.2119370400905609,1578
1,success,right_arc,6.0,0.11897119879722595,0.19939756393432617,0.06667191535234451,1592
0,deviation,right_arc,3.9000000953674316,1.510246753692627,1.5212198495864868,0.8813181519508362,1603
1,success,right_arc,4.550000190734863,0.14381341636180878,0.19994407892227173,0.044399991631507874,1603
0,deviation,right_arc,3.200000047683716,1.5006046295166016,1.5561500787734985,0.1533641219139099,1609
0,deviation,right_arc,4.650000095367432,1.5026795864105225,1.7676589488983154,0.4415217936038971,1625
0,deviation,right_arc,3.6500000953674316,1.5007131099700928,1.5101780891418457,0.1896442174911499,1625
0,deviation,right_arc,3.950000047683716,1.509936809539795,1.5334175825119019,0.8709002137184143,1627
1,success,right_arc,4.550000190734863,0.193735733628273,0.19988183677196503,0.04203631728887558,1630
0,deviation,right_arc,4.200000286102295,1.500315546989441,1.5637404918670654,0.1862238496541977,1639
0,deviation,right_arc,5.950000286102295,1.5029386281967163,1.9468107223510742,0.3974897563457489,1645
0,deviation,right_arc,3.799999952316284,1.501987099647522,1.5027496814727783,0.2576810419559479,1655
0,deviation,right_arc,5.800000190734863,1.5007655620574951,1.8962597846984863,0.4294208884239197,1664
0,deviation,right_arc,5.550000190734863,1.5006319284439087,1.7825090885162354,0.452645868062973,1677
0,deviation,right_arc,3.700000047683716,1.5022612810134888,1.5965279340744019,0.22046580910682678,1680
0,deviation,right_arc,3.6000001430511475,1.5003318786621094,1.522554636001587,0.12020990252494812,1695
0,deviation,right_arc,4.75,1.5017833709716797,1.5580540895462036,0.1735641062259674,1705
0,deviation,right_arc,3.75,1.5028492212295532,1.511948585510254,0.16383743286132812,1717
0,deviation,right_arc,6.0,1.501907229423523,1.5570530891418457,0.9208065867424011,1727
0,deviation,right_arc,3.1000001430511475,1.50359308719635,1.508162498474121,0.23126325011253357,1746
0,deviation,right_arc,3.75,1.5019257068634033,1.545318841934204,0.9366046786308289,1751
0,deviation,right_arc,5.099999904632568,1.5133740901947021,1.6128932237625122,0.8902117013931274,1768
0,deviation,right_arc,3.9000000953674316,1.5126527547836304,1.5126546621322632,0.8948140740394592,1797
1,success,right_arc,4.300000190734863,0.18312780559062958,0.19945630431175232,0.05745762959122658,1803
0,deviation,right_arc,4.099999904632568,1.5048223733901978,1.5814982652664185,0.8171412348747253,1837
0,deviation,right_arc,5.599999904632568,1.5089011192321777,1.5335286855697632,0.9094645977020264,1848
0,deviation,right_arc,3.75,1.5017406940460205,1.5062789916992188,0.1655808389186859,1862
0,deviation,right_arc,4.150000095367432,1.512115240097046,1.5929808616638184,0.8176006078720093,1872
0,deviation,right_arc,3.3500001430511475,1.5027306079864502,1.558719277381897,0.1910298764705658,1888
0,deviation,right_arc,3.1000001430511475,1.5003323554992676,1.523669719696045,0.184635192155838,1900
