success,reason,path_type,path_length_m,abs_cross_track_m,endpoint_distance_m,terminal_speed_mps,termination_step
0,deviation,right_arc,5.300000190734863,1.5027751922607422,1.6898311376571655,1.1178776025772095,328
0,deviation,right_arc,6.200000286102295,1.5029029846191406,2.439913749694824,1.1226774454116821,328
0,deviation,right_arc,6.349999904632568,1.5025357007980347,2.586432933807373,1.1226798295974731,328
0,deviation,right_arc,6.349999904632568,1.5033811330795288,2.5878102779388428,1.1226613521575928,328
0,deviation,right_arc,6.150000095367432,1.5027756690979004,2.3913397789001465,1.1226675510406494,328
0,deviation,right_arc,8.0,1.502892255783081,4.157454013824463,1.122692584991455,328
0,deviation,right_arc,7.050000190734863,1.502685785293579,3.2829766273498535,1.1226789951324463,328
0,deviation,right_arc,7.349999904632568,1.5025359392166138,3.572678804397583,1.122688889503479,328
0,deviation,right_arc,5.550000190734863,1.5028208494186401,1.861568570137024,1.1236509084701538,328
0,deviation,right_arc,7.349999904632568,1.5026969909667969,3.5729544162750244,1.1226946115493774,328
0,deviation,right_arc,6.200000286102295,1.5024423599243164,2.4391255378723145,1.1226897239685059,328
0,deviation,right_arc,5.950000286102295,1.5029284954071045,2.2026607990264893,1.1226818561553955,328
0,deviation,right_arc,7.400000095367432,1.5021369457244873,3.6193156242370605,1.1227089166641235,328
0,deviation,right_arc,7.650000095367432,1.5027118921279907,3.8513715267181396,1.122705340385437,328
0,deviation,right_arc,6.650000095367432,1.5025774240493774,2.885369300842285,1.1226941347122192,328
0,deviation,right_arc,7.150000095367432,1.5028550624847412,3.3809399604797363,1.1226726770401,328
0,deviation,right_arc,7.349999904632568,1.5029478073120117,3.5733067989349365,1.1226781606674194,328
0,deviation,right_arc,5.25,1.500744104385376,1.6591836214065552,1.0866678953170776,328
0,deviation,right_arc,7.5,1.501016616821289,3.710958242416382,1.1227220296859741,328
0,deviation,right_arc,5.849999904632568,1.502913236618042,2.111950159072876,1.1226621866226196,328
0,deviation,right_arc,6.900000095367432,1.5030453205108643,3.1355032920837402,1.122677206993103,328
0,deviation,right_arc,5.700000286102295,1.5024845600128174,1.9813358783721924,1.122676134109497,328
0,deviation,right_arc,7.200000286102295,1.5031688213348389,3.4299473762512207,1.1226657629013062,328
0,deviation,right_arc,5.599999904632568,1.5024408102035522,1.8998388051986694,1.122733235359192,328
0,deviation,right_arc,5.849999904632568,1.502819299697876,2.111811876296997,1.1226451396942139,328
0,deviation,right_arc,7.300000190734863,1.5028554201126099,3.5256309509277344,1.1226780414581299,328
0,deviation,right_arc,5.450000286102295,1.5026261806488037,1.7876471281051636,1.126528263092041,328
0,deviation,right_arc,7.0,1.5014634132385254,3.2319159507751465,1.12270188331604,328
0,deviation,right_arc,6.800000190734863,1.5020936727523804,3.034318447113037,1.1227209568023682,328
0,deviation,right_arc,5.700000286102295,1.5024794340133667,1.9814152717590332,1.1226974725723267,328
0,deviation,right_arc,7.849999904632568,1.5017024278640747,4.02720308303833,1.1227004528045654,328
0,deviation,right_arc,7.650000095367432,1.502428650856018,3.85097599029541,1.1226859092712402,328
0,deviation,right_arc,5.349999904632568,1.5015180110931396,1.7187539339065552,1.1255849599838257,328
0,deviation,right_arc,7.050000190734863,1.5032726526260376,3.2840068340301514,1.1226787567138672,328
0,deviation,right_arc,6.200000286102295,1.504663348197937,2.4427976608276367,1.1226588487625122,328
0,deviation,right_arc,6.550000190734863,1.5011579990386963,2.7830452919006348,1.1227595806121826,328
0,deviation,right_arc,6.950000286102295,1.5028023719787598,3.184598922729492,1.1226799488067627,656
0,deviation,right_arc,7.300000190734863,1.502600908279419,3.525184154510498,1.122685432434082,656
0,deviation,right_arc,5.550000190734863,1.503273844718933,1.86229407787323,1.1234642267227173,656
0,deviation,right_arc,5.900000095367432,1.5020654201507568,2.1555700302124023,1.1227076053619385,656
0,deviation,right_arc,6.349999904632568,1.5027016401290894,2.586663246154785,1.122705340385437,656
0,deviation,right_arc,5.599999904632568,1.5028115510940552,1.9004449844360352,1.1226850748062134,656
0,deviation,right_arc,7.450000286102295,1.502647042274475,3.667130708694458,1.122684359550476,656
0,deviation,right_arc,5.200000286102295,1.500016212463379,1.6334694623947144,1.0473741292953491,656
0,deviation,right_arc,7.300000190734863,1.500908613204956,3.5223050117492676,1.1227327585220337,656
0,deviation,right_arc,5.5,1.5023777484893799,1.823427438735962,1.1242406368255615,656
