joint1_target_rad_s,joint2_angle_rad,net_displacement_m,steady_speed_mps,mean_speed_mps
0.05,0.3,0.17779980599880219,0.01777997985482216,0.021014060825109482
0.05,0.3,0.18272309005260468,0.018272308632731438,0.021132811903953552
0.05,0.45,0.17377111315727234,0.017377112060785294,0.021130960434675217
0.05,0.45,0.17974169552326202,0.017974169924855232,0.022533072158694267
0.05,0.45,0.18233464658260345,0.018233465030789375,0.022203659638762474
0.05,0.45,0.15467174351215363,0.015467174351215363,0.021285369992256165
0.05,0.5236,0.11977808177471161,0.01197780855000019,0.03442354127764702
0.05,0.5236,0.18388156592845917,0.018388155847787857,0.030068889260292053
0.05,0.5236,0.17649312317371368,0.01764931157231331,0.03502330183982849
0.05,0.5236,0.167103111743927,0.0167103111743927,0.03082338534295559
0.07,0.0,0.2776796221733093,0.027767961844801903,0.027768081054091454
0.07,0.0,0.2780744433403015,0.02780744433403015,0.027807727456092834
0.07,0.0,0.27824142575263977,0.027824142947793007,0.027824372053146362
0.07,0.0,0.27803823351860046,0.027803823351860046,0.027805164456367493
0.07,0.3,0.26727810502052307,0.026727810502052307,0.02892681397497654
0.07,0.3,0.25600099563598633,0.025600099936127663,0.02800133265554905
0.07,0.3,0.25297442078590393,0.025297442451119423,0.0280750785022974
0.07,0.3,0.26085901260375977,0.026085902005434036,0.028489693999290466
0.07,0.45,0.24726702272891998,0.02472670190036297,0.028549829497933388
0.07,0.45,0.2517842650413513,0.02517842687666416,0.028784001246094704
0.07,0.45,0.24457892775535583,0.024457892403006554,0.027805497869849205
0.07,0.45,0.23270350694656372,0.023270349949598312,0.02763279154896736
0.07,0.5236,0.23806218802928925,0.023806218057870865,0.037809766829013824
0.07,0.5236,0.23202383518218994,0.023202383890748024,0.03985711187124252
0.07,0.5236,0.1933559626340866,0.01933559589087963,0.039636414498090744
0.07,0.5236,0.2346436083316803,0.02346436120569706,0.04009229317307472
0.1,0.0,0.39653170108795166,0.039653170853853226,0.03965335339307785
0.1,0.0,0.39721599221229553,0.03972160071134567,0.039721645414829254
0.1,0.0,0.3971947729587555,0.03971947729587555,0.03971949964761734
0.1,0.0,0.39723843336105347,0.03972384333610535,0.039723824709653854
0.1,0.3,0.36483433842658997,0.03648343309760094,0.03870731592178345
0.1,0.3,0.37768441438674927,0.037768442183732986,0.03935978561639786
0.1,0.3,0.3655282258987427,0.03655282407999039,0.038616277277469635
0.1,0.3,0.3651277422904968,0.03651277348399162,0.03862334042787552
0.1,0.45,0.35224589705467224,0.035224590450525284,0.038308873772621155
0.1,0.45,0.3514343798160553,0.03514343872666359,0.03830762207508087
0.1,0.45,0.3481809198856354,0.03481809049844742,0.03821610286831856
0.1,0.45,0.3491104543209076,0.03491104394197464,0.037964269518852234
0.1,0.5236,0.3533737063407898,0.03533736988902092,0.04922265559434891
0.1,0.5236,0.3216155469417572,0.03216155618429184,0.04743146896362305
0.1,0.5236,0.33820149302482605,0.033820148557424545,0.04795844852924347
0.1,0.5236,0.32645291090011597,0.032645292580127716,0.046979088336229324
0.14,0.0,0.556395411491394,0.055639542639255524,0.05563952773809433
0.14,0.0,0.5558614730834961,0.05558614805340767,0.055586040019989014
0.14,0.0,0.5558133125305176,0.05558133125305176,0.05558137223124504
0.14,0.0,0.5560228824615479,0.055602289736270905,0.055602509528398514
0.14,0.3,0.517318606376648,0.051731862127780914,0.05350486561655998
0.14,0.3,0.5165663957595825,0.05165664106607437,0.053580403327941895
0.14,0.3,0.5158675909042358,0.051586758345365524,0.053415048867464066
0.14,0.3,0.5161731243133545,0.05161731317639351,0.0534544475376606
0.14,0.45,0.4768318235874176,0.04768318310379982,0.051067598164081573
0.14,0.45,0.4870533049106598,0.0487053319811821,0.0520993173122406
0.14,0.45,0.48053574562072754,0.048053573817014694,0.05135338753461838
0.14,0.45,0.4774254560470581,0.04774254560470581,0.05107440799474716
0.14,0.5236,0.45002514123916626,0.04500251263380051,0.05821674317121506
0.14,0.5236,0.45329180359840393,0.04532917961478233,0.05789337307214737
0.14,0.5236,0.4558057487010956,0.04558057337999344,0.058349598199129105
0.14,0.5236,0.4797027111053467,0.04797027260065079,0.0588122196495533
0.2,0.0,0.7947512865066528,0.07947512716054916,0.07947513461112976
0.2,0.0,0.7942038774490356,0.07942038774490356,0.07942046970129013
0.2,0.0,0.7937846183776855,0.07937846332788467,0.07937844842672348
0.2,0.0,0.7942031621932983,0.0794203132390976,0.07942045480012894
0.2,0.3,0.7478654980659485,0.07478655129671097,0.07682035863399506
0.2,0.3,0.7403940558433533,0.07403940707445145,0.07610393315553665
0.2,0.3,0.7422909736633301,0.07422909885644913,0.07630638778209686
