drive,stop_distance,k_cross,k_heading,success,reason,cross_track_m,endpoint_distance_m,terminal_speed_mps,steps
0.5,1.2,0.6,0.8,0,2,1.5065947771072388,1.5138487815856934,0.5251379609107971,810
0.5,0.8,1.2,0.8,0,2,1.5093352794647217,1.5160584449768066,0.5469681024551392,813
0.5,1.2,0.6,0.8,0,2,1.508500337600708,1.8115577697753906,0.5490357279777527,813
0.5,0.8,1.2,1.5,0,2,1.5082958936691284,1.521005392074585,0.5490707159042358,814
0.5,1.2,1.2,1.5,0,2,1.5017943382263184,1.5508410930633545,0.5319498777389526,815
0.5,0.8,1.2,1.5,0,2,1.502254605293274,1.5067418813705444,0.5466773509979248,816
0.65,1.6,0.6,0.8,0,2,1.508523941040039,1.5146509408950806,0.5783905982971191,817
0.65,1.2,0.6,1.5,0,2,1.5075286626815796,1.6544737815856934,0.6796415448188782,818
0.65,1.6,0.6,1.5,0,2,1.505285620689392,1.5053514242172241,0.568021297454834,820
0.65,1.6,0.6,0.8,0,2,1.5037362575531006,1.5142954587936401,0.5779420137405396,822
0.65,1.6,0.6,1.5,0,2,1.506781816482544,1.5078651905059814,0.5689067840576172,822
0.5,0.8,0.6,1.5,0,2,1.500013828277588,1.5187122821807861,0.5365315675735474,824
0.65,1.2,0.6,1.5,0,2,1.5066523551940918,1.8533083200454712,0.6940590143203735,833
0.5,1.2,0.6,0.8,0,2,1.5067386627197266,1.5074219703674316,0.531718373298645,837
0.5,1.2,1.2,0.8,0,2,1.5080606937408447,1.553250789642334,0.5282007455825806,837
0.65,1.6,1.2,1.5,0,2,1.5006790161132812,1.8873398303985596,0.6884384751319885,837
0.5,1.2,0.6,1.5,0,2,1.5049500465393066,1.5444881916046143,0.5349803566932678,840
0.65,1.6,1.2,0.8,0,2,1.5023424625396729,3.3282313346862793,0.707410991191864,850
0.5,1.2,0.6,0.8,0,2,1.5068249702453613,1.5484869480133057,0.5328702330589294,851
0.65,1.6,1.2,1.5,0,2,1.505477786064148,3.1808881759643555,0.7156362533569336,856
0.65,1.2,0.6,0.8,0,2,1.502563238143921,1.7242940664291382,0.6892245411872864,857
0.5,0.8,1.2,1.5,0,2,1.5067472457885742,1.5132087469100952,0.5489376187324524,860
0.5,1.2,0.6,0.8,0,2,1.5052448511123657,1.5084327459335327,0.5279906392097473,868
0.5,1.2,1.2,0.8,0,2,1.5003211498260498,1.599879264831543,0.5253299474716187,868
0.5,1.6,1.2,1.5,0,2,1.5075128078460693,1.6113070249557495,0.4780760407447815,869
0.5,1.2,1.2,0.8,0,2,1.5072448253631592,1.5158417224884033,0.5303704142570496,870
0.65,1.2,0.6,1.5,0,2,1.500910997390747,2.5019474029541016,0.7163358926773071,873
0.5,1.2,0.6,0.8,0,2,1.5091586112976074,1.5164228677749634,0.5297048687934875,875
0.65,1.6,1.2,0.8,0,2,1.5010850429534912,3.4963109493255615,0.7253145575523376,875
0.5,1.2,0.6,1.5,0,2,1.5030816793441772,1.6073006391525269,0.526139497756958,876
0.65,1.6,0.6,0.8,0,2,1.5002858638763428,1.6867917776107788,0.644231915473938,876
0.5,1.2,0.6,1.5,0,2,1.5092952251434326,1.5978219509124756,0.5271793007850647,882
0.5,1.2,1.2,1.5,0,2,1.5012590885162354,1.5250884294509888,0.5275267958641052,882
0.5,1.2,1.2,1.5,0,2,1.5013400316238403,1.5289992094039917,0.5256535410881042,886
0.5,1.2,0.6,0.8,0,2,1.5069074630737305,1.507370114326477,0.5307190418243408,888
0.5,1.2,0.6,1.5,0,2,1.5019819736480713,1.5661375522613525,0.5252612829208374,889
0.5,1.6,0.6,0.8,0,2,1.504820466041565,1.5735106468200684,0.4691035747528076,894
0.65,1.6,0.6,1.5,0,2,1.5039806365966797,1.537711262702942,0.5776770114898682,895
0.5,1.2,0.6,1.5,0,2,1.5039215087890625,1.5696444511413574,0.5269573926925659,896
0.5,1.6,1.2,1.5,0,2,1.5054645538330078,1.687829613685608,0.5015043616294861,896
0.5,0.8,1.2,0.8,0,2,1.5052211284637451,1.576479196548462,0.5426445007324219,907
0.5,1.2,0.6,1.5,0,2,1.5054991245269775,1.5232553482055664,0.5290600657463074,907
0.5,1.2,1.2,0.8,0,2,1.5081734657287598,1.5778177976608276,0.5264565348625183,907
0.65,1.2,1.2,0.8,0,2,1.504917025566101,1.7956072092056274,0.6894081830978394,910
0.5,1.6,0.6,1.5,0,2,1.506639003753662,1.5066465139389038,0.4487067461013794,911
0.5,1.2,1.2,1.5,0,2,1.5029406547546387,1.6018352508544922,0.5275887846946716,920
0.5,1.6,1.2,1.5,0,2,1.500171422958374,1.6663384437561035,0.4976654052734375,922
0.5,1.2,0.6,0.8,0,2,1.506087303161621,1.5083441734313965,0.5297232270240784,924
0.5,1.6,1.2,1.5,0,2,1.5077258348464966,2.2245421409606934,0.5513477325439453,932
0.5,1.6,1.2,1.5,0,2,1.5051641464233398,2.1325063705444336,0.5442078113555908,933
0.5,1.6,1.2,1.5,0,2,1.508718490600586,1.994949460029602,0.5325890183448792,936
0.65,1.2,1.2,0.8,0,2,1.5062391757965088,2.312403917312622,0.7031453251838684,936
0.5,1.2,0.6,1.5,0,2,1.5077235698699951,1.617021083831787,0.5295782685279846,940
0.5,1.2,1.2,1.5,0,2,1.5031251907348633,1.6670782566070557,0.5414339303970337,942
0.5,1.6,0.6,1.5,0,2,1.507903814315796,1.5086305141448975,0.4514451026916504,942
0.5,1.6,1.2,1.5,0,2,1.5027986764907837,1.9302020072937012,0.5304290056228638,942
0.5,1.2,1.2,0.8,0,2,1.5059398412704468,1.5202867984771729,0.5279911756515503,946
0.5,1.6,1.2,0.8,0,2,1.5003647804260254,1.7922810316085815,0.5290032029151917,947
0.65,1.2,1.2,1.5,0,2,1.5129399299621582,2.5019419193267822,0.7560451030731201,950
0.5,1.6,0.6,1.5,0,2,1.5086716413497925,1.509997844696045,0.45118197798728943,951
0.65,1.6,0.6,0.8,0,2,1.5075750350952148,1.5592823028564453,0.5843966603279114,952
0.5,1.2,0.6,0.8,0,2,1.504937767982483,1.5255783796310425,0.5295119881629944,955
0.65,1.2,1.2,1.5,0,2,1.5139806270599365,2.822934627532959,0.7309117913246155,956
0.5,1.6,1.2,0.8,0,2,1.5088472366333008,1.9855093955993652,0.5326863527297974,961
0.5,1.2,1.2,0.8,0,2,1.501813292503357,1.5037627220153809,0.5289866924285889,962
0.5,1.2,0.6,1.5,0,2,1.5097270011901855,1.5104281902313232,0.5303043723106384,963
0.5,1.2,1.2,0.8,0,2,1.5033522844314575,1.5253593921661377,0.5317505598068237,965
0.5,1.2,1.2,1.5,0,2,1.5022966861724854,1.7017861604690552,0.5390687584877014,970
0.5,1.6,1.2,0.8,0,2,1.504224181175232,1.8463475704193115,0.5368781685829163,972
0.5,1.6,1.2,1.5,0,2,1.5071862936019897,1.8745254278182983,0.5322800874710083,979
0.65,1.2,1.2,1.5,0,2,1.5128471851348877,3.3229503631591797,0.8212101459503174,983
0.5,1.6,1.2,0.8,0,2,1.502750277519226,1.7584011554718018,0.5264977216720581,998
0.65,1.2,1.2,0.8,0,2,1.507218599319458,3.22426176071167,0.723983883857727,1001
0.5,1.6,1.2,1.5,0,2,1.5020719766616821,1.6595988273620605,0.4961007833480835,1002
0.5,1.2,1.2,1.5,0,2,1.504130244255066,1.7952547073364258,0.5510484576225281,1005
0.65,1.2,1.2,1.5,0,2,1.5003445148468018,3.575730562210083,0.7209845185279846,1008
0.5,1.2,1.2,1.5,0,2,1.503743052482605,1.864884853363037,0.5497136116027832,1010
0.5,1.6,1.2,0.8,0,2,1.5070786476135254,1.5084788799285889,0.45435988903045654,1012
0.5,1.6,0.6,1.5,0,2,1.5075141191482544,1.5615460872650146,0.47030457854270935,1021
0.65,1.2,1.2,0.8,0,2,1.503217101097107,3.883094549179077,0.7534868717193604,1030
0.5,1.6,0.6,1.5,0,2,1.5022730827331543,2.974045753479004,0.5462824702262878,1046
0.5,1.6,1.2,1.5,0,2,1.5017023086547852,1.5784189701080322,0.4742532968521118,1050
0.65,1.2,1.2,0.8,0,2,1.5085022449493408,3.7904882431030273,0.7323346138000488,1054
0.65,1.2,1.2,0.8,0,2,1.5086205005645752,4.050845623016357,0.7196964621543884,1055
0.5,1.6,1.2,0.8,0,2,1.5031678676605225,1.653400182723999,0.49444881081581116,1060
0.5,1.6,0.6,1.5,0,2,1.5006753206253052,2.972641706466675,0.5486844778060913,1067
0.5,1.6,1.2,1.5,0,2,1.5016813278198242,1.5494894981384277,0.46212589740753174,1102
0.5,1.6,0.6,1.5,0,2,1.5016971826553345,1.8998199701309204,0.5358047485351562,1103
0.5,1.6,1.2,1.5,0,2,1.504084587097168,1.6359584331512451,0.501227855682373,1158
0.5,1.6,1.2,1.5,0,2,1.5032241344451904,2.0715408325195312,0.5475413799285889,1196
0.65,0.8,0.6,1.5,0,2,1.5028362274169922,9.759812355041504,0.7303135991096497,1239
0.65,0.8,0.6,1.5,0,2,1.5050630569458008,10.20607852935791,0.7311913371086121,1291
0.65,0.8,0.6,1.5,0,2,1.501792311668396,10.195414543151855,0.7304614186286926,1294
0.5,1.6,1.2,0.8,0,2,1.5060861110687256,4.92171573638916,0.5623898506164551,1517
0.5,1.6,1.2,0.8,0,2,1.5068352222442627,3.8375744819641113,0.5441412329673767,1534
0.5,1.6,1.2,0.8,0,2,1.5049471855163574,5.530606746673584,0.5439115166664124,1572
0.5,1.6,0.6,0.8,0,2,1.5075221061706543,8.847284317016602,0.5440254211425781,1814
0.5,1.6,0.6,1.5,0,2,1.5064444541931152,9.594200134277344,0.5522722601890564,1876
0.5,1.6,0.6,0.8,0,2,1.5034842491149902,10.074520111083984,0.5645483732223511,1948
0.5,1.6,0.6,0.8,0,2,1.5058751106262207,10.042330741882324,0.5655790567398071,1948
0.5,1.6,0.6,0.8,0,2,1.5048160552978516,9.988990783691406,0.5649627447128296,1951
0.5,1.6,0.6,0.8,0,2,1.5099132061004639,9.732597351074219,0.5425520539283752,1982
0.5,1.6,0.6,0.8,0,1,1.4628241062164307,9.361626625061035,0.5406138896942139,2001
