success,reason,path_type,path_length_m,abs_cross_track_m,endpoint_distance_m,terminal_speed_mps,termination_step
1,success,left_arc,3.549999952316284,0.18345676362514496,0.19952356815338135,0.09483616799116135,511
1,success,left_arc,3.6500000953674316,0.18293780088424683,0.19908477365970612,0.087832972407341,518
1,success,left_arc,3.4000000953674316,0.12898564338684082,0.14264588057994843,0.09925390779972076,521
1,success,left_arc,3.450000047683716,0.1854037344455719,0.19810067117214203,0.0962713435292244,522
1,success,left_arc,3.4000000953674316,0.19741928577423096,0.19925884902477264,0.06715431809425354,524
1,success,left_arc,3.799999952316284,0.17507697641849518,0.1992485076189041,0.08328886330127716,527
1,success,left_arc,3.450000047683716,0.1882379800081253,0.19974836707115173,0.07434288412332535,529
1,success,left_arc,4.050000190734863,0.1393662393093109,0.1989448517560959,0.08283726125955582,530
1,success,left_arc,3.299999952316284,0.19135268032550812,0.19877883791923523,0.08079712837934494,534
1,success,left_arc,3.3500001430511475,0.19323329627513885,0.1999720335006714,0.07074764370918274,538
1,success,left_arc,3.549999952316284,0.19212603569030762,0.19949451088905334,0.05177941173315048,538
1,success,left_arc,3.3500001430511475,0.191464364528656,0.19987852871418,0.06188303604722023,539
1,success,left_arc,3.25,0.19642600417137146,0.19954140484333038,0.08443708717823029,539
1,success,left_arc,3.299999952316284,0.19532236456871033,0.1996527910232544,0.07220292091369629,543
1,success,left_arc,3.299999952316284,0.19744683802127838,0.19979773461818695,0.08181511610746384,543
1,success,left_arc,3.3500001430511475,0.19874629378318787,0.19897505640983582,0.06344052404165268,545
1,success,left_arc,3.799999952316284,0.17214137315750122,0.1989041566848755,0.07454105466604233,545
1,success,left_arc,3.6500000953674316,0.1899370700120926,0.19929057359695435,0.043697088956832886,554
1,success,left_arc,4.0,0.1668352484703064,0.19927199184894562,0.05421533063054085,556
1,success,left_arc,3.9000000953674316,0.15643607079982758,0.19886329770088196,0.0690857321023941,557
1,success,left_arc,3.9000000953674316,0.17312748730182648,0.1999887228012085,0.02877867966890335,575
1,success,left_arc,4.099999904632568,0.09603418409824371,0.19925712049007416,0.05952312424778938,577
1,success,left_arc,4.150000095367432,0.01786249317228794,0.1763966828584671,0.008997593075037003,778
0,deviation,left_arc,4.400000095367432,1.502372145652771,1.5252193212509155,0.5390173196792603,871
1,success,left_arc,3.450000047683716,0.19741925597190857,0.199093759059906,0.06634746491909027,1067
1,success,left_arc,3.299999952316284,0.19506040215492249,0.19923080503940582,0.08440479636192322,1068
1,success,left_arc,3.799999952316284,0.18670117855072021,0.1995902955532074,0.040204137563705444,1086
1,success,left_arc,3.700000047683716,0.18931818008422852,0.19916678965091705,0.05206538364291191,1089
1,success,left_arc,3.3500001430511475,0.19844648241996765,0.19896265864372253,0.06010991707444191,1093
1,success,left_arc,3.75,0.1877460777759552,0.1994403451681137,0.045548081398010254,1098
1,success,left_arc,3.9000000953674316,0.16462703049182892,0.19984857738018036,0.052034370601177216,1113
1,success,left_arc,4.150000095367432,0.09122401475906372,0.19946156442165375,0.04444397985935211,1115
1,success,left_arc,4.150000095367432,0.06820541620254517,0.18579131364822388,0.028440391644835472,1247
1,success,left_arc,3.75,0.1761072874069214,0.19909152388572693,0.07475250959396362,1608
1,success,left_arc,3.700000047683716,0.17794278264045715,0.19915391504764557,0.06704406440258026,1611
1,success,left_arc,3.1500000953674316,0.1845124214887619,0.19992700219154358,0.03160811588168144,1726
0,out_of_bounds,left_arc,6.0,0.48360729217529297,11.51732063293457,0.7072896957397461,1858
0,out_of_bounds,left_arc,5.950000286102295,0.4429776668548584,11.535784721374512,0.6924156546592712,1902
0,out_of_bounds,left_arc,6.0,0.4107491970062256,11.549745559692383,0.6924047470092773,1910
0,out_of_bounds,left_arc,5.950000286102295,0.40263938903808594,11.539037704467773,0.6863483190536499,1913
0,out_of_bounds,left_arc,5.950000286102295,0.3412766456604004,11.553288459777832,0.6775324940681458,1937
0,out_of_bounds,left_arc,5.900000095367432,0.36456799507141113,11.551667213439941,0.6824900507926941,1946
0,out_of_bounds,left_arc,4.650000095367432,0.16879749298095703,11.749720573425293,0.6619777083396912,1951
0,out_of_bounds,left_arc,5.75,0.6562649011611938,11.462225914001465,0.6759434342384338,1983
0,out_of_bounds,left_arc,5.650000095367432,0.39165687561035156,11.520096778869629,0.6759258508682251,1995
0,timeout,left_arc,4.900000095367432,0.23926568031311035,0.31496334075927734,0.00024829647736623883,2001
