Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.00084169,0.0052398,-0.0020962,0,0,0,29.851,0.15837,-0.00052913,-0.0012188,0.25799,-2.4543E-05,0.23205,0,0,0,0,0,0,package://Rotunbot_wheel/meshes/base_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://Rotunbot_wheel/meshes/base_link.STL,,装配体1^RT.G-800-00-00 整球(2023.9.18)-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link1,0.00015016,-0.00091654,-0.00085687,0,0,0,20.212,0.74053,8.7927E-06,-0.00091772,1.1526,2.2539E-06,0.74558,0,0,0,0,0,0,package://Rotunbot_wheel/meshes/link1.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://Rotunbot_wheel/meshes/link1.STL,,装配体7^RT.G-800-00-00 整球(2023.9.18)-1,坐标系1,基准轴1,joint1,continuous,0,0,0,0,0.00011905,0,base_link,0,1,0,,,,,,,,,,,,
link2,0.0050503,0.00032853,-0.27415,0,0,0,60.796,0.22611,-2.4219E-05,-4.2923E-06,0.60059,-4.5624E-05,0.73024,0,0,0,0,0,0,package://Rotunbot_wheel/meshes/link2.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://Rotunbot_wheel/meshes/link2.STL,,装配体5^RT.G-800-00-00 整球(2023.9.18)-1,坐标系2,基准轴2,joint2,revolute,0,0,0,0,0,0,base_link,-1,0,0,50,1,-0.5236,0.5236,,,,,,,,
link3,-0.25982,1.1785E-09,-1.0546E-05,0,0,0,9.8111,0.33942,1.0815E-11,-3.6887E-08,0.17048,-1.7859E-10,0.17049,0,0,0,0,0,0,package://Rotunbot_wheel/meshes/link3.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://Rotunbot_wheel/meshes/link3.STL,,动量轮组件-1,Origin_global,基准轴3,joint3,continuous,0,0,0,0,0,0,base_link,1,0,0,,,,,,,,,,,,
