success,reason,path_type,curvature,path_length_m,abs_cross_track_m,endpoint_distance_m,terminal_speed_mps,termination_step
1,success,s_curve,0.5,3.0,0.1825292557477951,0.1998753845691681,0.049200840294361115,524
1,success,straight,0.0,3.049999952316284,0.0017453321488574147,0.19906988739967346,0.0933605208992958,577
1,success,s_curve,0.5,3.5,0.18426868319511414,0.1999538242816925,0.04658496752381325,583
1,success,left_arc,0.25,3.0,0.026808686554431915,0.15447311103343964,0.09660407900810242,588
1,success,straight,0.0,3.1500000953674316,0.06664584577083588,0.18663446605205536,0.07552087306976318,607
1,success,left_arc,0.25,3.1000001430511475,0.001939799403771758,0.1500711590051651,0.09729775041341782,608
1,success,straight,0.0,3.1500000953674316,0.05296185612678528,0.18231171369552612,0.08920634537935257,609
1,success,s_curve,0.5,5.550000190734863,0.02192252315580845,0.13692398369312286,0.09462303668260574,614
1,success,straight,0.0,3.200000047683716,0.04085147753357887,0.1789746880531311,0.08962801098823547,616
1,success,right_arc,-0.20000000298023224,3.200000047683716,0.00964262429624796,0.15948031842708588,0.09991641342639923,625
1,success,s_curve,-0.5,4.450000286102295,0.14386001229286194,0.19898836314678192,0.07046286761760712,644
1,success,straight,0.0,3.4000000953674316,0.05454317852854729,0.18190892040729523,0.09834788739681244,647
1,success,left_arc,0.25,3.450000047683716,0.014709611423313618,0.16083791851997375,0.09843123704195023,647
1,success,right_arc,-0.20000000298023224,3.450000047683716,0.03831186518073082,0.15298190712928772,0.09985334426164627,658
1,success,straight,0.0,3.549999952316284,0.00386603525839746,0.19903656840324402,0.09929870069026947,659
1,success,right_arc,-0.20000000298023224,3.5,0.099756620824337,0.19567421078681946,0.0928490087389946,660
1,success,straight,0.0,3.549999952316284,0.0037784473970532417,0.19943194091320038,0.09192749857902527,660
1,success,straight,0.0,3.5,0.03786597400903702,0.17780935764312744,0.09818941354751587,667
1,success,s_curve,-0.5,4.400000095367432,0.1704643815755844,0.19936853647232056,0.03709344193339348,680
1,success,s_curve,0.25,3.200000047683716,0.1665717363357544,0.19954872131347656,0.0531935952603817,680
1,success,s_curve,0.25,3.25,0.15175002813339233,0.19995476305484772,0.07331161946058273,683
1,success,left_arc,0.3333333432674408,3.4000000953674316,0.10210208594799042,0.19951801002025604,0.06932434439659119,695
1,success,s_curve,-0.20000000298023224,3.549999952316284,0.12414136528968811,0.1998644769191742,0.09694504737854004,696
1,success,right_arc,-0.25,3.549999952316284,0.10665538907051086,0.19872744381427765,0.09574450552463531,697
1,success,straight,0.0,3.700000047683716,0.09874718636274338,0.196857750415802,0.09816902130842209,702
1,success,right_arc,-0.3333333432674408,3.1000001430511475,0.1876615732908249,0.1990852802991867,0.059734802693128586,708
1,success,right_arc,-0.20000000298023224,3.5,0.16078059375286102,0.19967885315418243,0.07775285094976425,710
1,success,s_curve,0.5,6.25,0.1837572157382965,0.19941522181034088,0.056289032101631165,718
1,success,straight,0.0,3.799999952316284,0.12327684462070465,0.19967688620090485,0.07764159142971039,723
1,success,s_curve,0.3333333432674408,3.049999952316284,0.18724972009658813,0.1999235451221466,0.03443435579538345,732
1,success,straight,0.0,3.9000000953674316,0.044385626912117004,0.17929607629776,0.08113573491573334,732
1,success,straight,0.0,3.8500001430511475,0.12661045789718628,0.19926577806472778,0.07718419283628464,735
1,success,s_curve,-0.5,5.050000190734863,0.022839438170194626,0.17622031271457672,0.07342904061079025,735
1,success,right_arc,-0.20000000298023224,4.050000190734863,0.006655082106590271,0.17470453679561615,0.0915108323097229,742
1,success,right_arc,-0.3333333432674408,4.0,0.006495421286672354,0.1747138649225235,0.0996531993150711,751
1,success,right_arc,-0.3333333432674408,3.1500000953674316,0.18391145765781403,0.199401393532753,0.04593891650438309,753
1,success,s_curve,0.3333333432674408,3.700000047683716,0.012887595221400261,0.1742962896823883,0.060098160058259964,756
1,success,straight,0.0,4.050000190734863,0.06479141116142273,0.18533779680728912,0.08104026317596436,759
1,success,s_curve,-0.5,7.099999904632568,0.06451517343521118,0.16769514977931976,0.0914849191904068,760
1,success,right_arc,-0.25,4.150000095367432,0.04918894171714783,0.1792372465133667,0.08064098656177521,763
1,success,s_curve,0.25,3.549999952316284,0.17124724388122559,0.19940301775932312,0.040508970618247986,765
1,success,s_curve,0.3333333432674408,3.049999952316284,0.18827609717845917,0.1998637318611145,0.04327668994665146,770
1,success,straight,0.0,4.150000095367432,0.014609919860959053,0.17545612156391144,0.07656098157167435,775
1,success,s_curve,0.5,7.400000095367432,0.08673349022865295,0.1635444015264511,0.09818807989358902,781
1,success,left_arc,0.20000000298023224,4.25,0.01705854758620262,0.18520094454288483,0.09961108863353729,783
1,success,left_arc,0.20000000298023224,4.200000286102295,0.0030285706743597984,0.17423707246780396,0.0815560594201088,784
1,success,left_arc,0.4000000059604645,5.0,0.06085233390331268,0.1866019070148468,0.09970270097255707,784
1,success,s_curve,-0.25,4.0,0.10392167419195175,0.1989787220954895,0.06367326527833939,786
1,success,left_arc,0.3333333432674408,3.700000047683716,0.17150430381298065,0.1998443752527237,0.05209539085626602,788
1,success,s_curve,0.25,3.8500001430511475,0.14367148280143738,0.1987684816122055,0.08500052988529205,797
1,success,s_curve,-0.20000000298023224,3.950000047683716,0.1292339563369751,0.19993548095226288,0.07381927222013474,808
1,success,left_arc,0.25,4.349999904632568,0.12761472165584564,0.199319526553154,0.0644916445016861,808
1,success,s_curve,-0.25,4.0,0.14262869954109192,0.19912844896316528,0.0615442730486393,810
1,success,left_arc,0.4000000059604645,3.8500001430511475,0.11785929650068283,0.19998404383659363,0.03245259448885918,812
1,success,left_arc,0.5,3.200000047683716,0.16800129413604736,0.1996307075023651,0.03252231329679489,817
1,success,straight,0.0,4.5,0.06283947825431824,0.19843502342700958,0.08487656712532043,826
1,success,straight,0.0,4.450000286102295,0.011740659363567829,0.1749190390110016,0.07575353235006332,826
1,success,straight,0.0,4.450000286102295,0.0828453078866005,0.19293418526649475,0.07469243556261063,827
1,success,left_arc,0.4000000059604645,5.200000286102295,0.006291141267865896,0.10267428308725357,0.09935104101896286,832
1,success,right_arc,-0.4000000059604645,5.200000286102295,0.09908515214920044,0.15771052241325378,0.09978263080120087,832
1,success,right_arc,-0.4000000059604645,5.200000286102295,0.010411176830530167,0.10936488211154938,0.09767688810825348,834
1,success,left_arc,0.4000000059604645,5.150000095367432,0.0023253881372511387,0.07719137519598007,0.09783230721950531,834
1,success,left_arc,0.4000000059604645,5.200000286102295,0.04721352458000183,0.14566753804683685,0.09853614866733551,834
1,success,left_arc,0.4000000059604645,5.200000286102295,0.07734233886003494,0.12295445054769516,0.09921793639659882,836
1,success,left_arc,0.4000000059604645,5.200000286102295,0.012584000825881958,0.12952065467834473,0.09883973747491837,838
1,success,left_arc,0.4000000059604645,5.200000286102295,0.03985399007797241,0.09057661890983582,0.09603332728147507,838
1,success,left_arc,0.4000000059604645,5.200000286102295,0.019807109609246254,0.14048229157924652,0.09822448343038559,838
1,success,right_arc,-0.4000000059604645,5.200000286102295,0.057520754635334015,0.15420730412006378,0.09999264776706696,841
1,success,s_curve,-0.25,4.400000095367432,0.05951322987675667,0.19989582896232605,0.0994616225361824,841
1,success,left_arc,0.4000000059604645,5.200000286102295,0.013066506013274193,0.13584624230861664,0.0997343361377716,842
1,success,right_arc,-0.4000000059604645,5.200000286102295,0.10300076752901077,0.1348963975906372,0.09827665984630585,842
1,success,straight,0.0,4.550000190734863,0.04189571365714073,0.1786404848098755,0.07426492869853973,843
1,success,straight,0.0,4.550000190734863,0.02954237163066864,0.1763349026441574,0.07402132451534271,843
1,success,left_arc,0.4000000059604645,5.200000286102295,0.1204536035656929,0.14508448541164398,0.09931854158639908,844
